197.119, 129.510, 8.341, 25.582 False
196.285, 129.519, 8.333, 25.624 False
195.936, 129.519, 8.331, 25.737 False
195.103, 129.503, 8.332, 25.780 False
194.741, 129.500, 8.332, 25.895 False
193.908, 129.511, 8.332, 25.936 False
193.563, 129.512, 8.330, 26.199 False
192.730, 129.494, 8.330, 26.242 False
192.371, 129.490, 8.331, 26.355 False
191.537, 129.499, 8.331, 26.403 False
191.141, 129.499, 8.331, 26.516 False
190.308, 129.480, 8.332, 26.558 False
189.960, 129.476, 8.331, 26.667 False
189.127, 129.487, 8.329, 26.708 False
188.786, 129.489, 8.331, 26.820 False
187.953, 129.474, 8.332, 26.866 False
187.571, 129.471, 8.333, 26.978 False
186.737, 129.484, 8.332, 27.020 False
186.392, 129.486, 8.333, 27.136 False
185.558, 129.474, 8.334, 27.181 False
185.182, 129.473, 8.334, 27.415 False
184.349, 129.488, 8.333, 27.458 False
183.990, 129.490, 8.331, 27.574 False
183.157, 129.475, 8.331, 27.616 False
182.805, 129.473, 8.333, 27.729 False
181.971, 129.485, 8.333, 27.772 False
181.614, 129.487, 8.333, 27.888 False
180.781, 129.472, 8.333, 27.930 False
180.432, 129.469, 8.331, 28.042 False
179.599, 129.484, 8.330, 28.084 False
179.252, 129.487, 8.332, 28.214 False
178.418, 129.475, 8.333, 28.257 False
178.063, 129.473, 8.334, 28.368 False
177.230, 129.488, 8.332, 28.408 False
176.893, 129.492, 8.333, 28.644 False
176.060, 129.482, 8.334, 28.689 False
175.688, 129.481, 8.334, 28.803 False
174.855, 129.498, 8.334, 28.847 False
174.486, 129.501, 8.332, 28.960 False
173.653, 129.488, 8.332, 29.001 False
173.313, 129.486, 8.333, 29.111 False
172.480, 129.500, 8.333, 29.155 False
172.110, 129.502, 8.333, 29.275 False
171.277, 129.488, 8.333, 29.319 False
170.907, 129.485, 8.334, 29.432 False
170.074, 129.497, 8.334, 29.477 False
169.699, 129.498, 8.334, 29.590 False
168.866, 129.483, 8.334, 29.633 False
168.509, 129.481, 8.332, 29.880 False
167.676, 129.495, 8.331, 29.924 False
167.308, 129.497, 8.332, 30.039 False
166.475, 129.485, 8.333, 30.085 False
166.091, 129.483, 8.333, 30.199 False
165.258, 129.498, 8.333, 30.241 False
164.907, 129.501, 8.333, 30.357 False
164.074, 129.490, 8.334, 30.400 False
163.712, 129.489, 8.334, 30.512 False
162.879, 129.505, 8.334, 30.554 False
162.527, 129.508, 8.334, 30.668 False
161.694, 129.495, 8.332, 30.712 False
161.328, 129.493, 8.333, 30.825 False
160.495, 129.507, 8.334, 30.870 False
160.120, 129.509, 8.334, 31.109 False
159.286, 129.496, 8.333, 31.155 False
158.906, 129.494, 8.332, 31.272 False
158.073, 129.510, 8.332, 31.314 False
157.724, 129.514, 8.333, 31.423 False
156.891, 129.503, 8.333, 31.465 False
156.537, 129.497, 8.338, 31.578 False
155.703, 129.475, 8.343, 31.620 False
155.357, 129.469, 8.341, 31.735 False
154.523, 129.471, 8.334, 31.782 False
154.133, 129.474, 8.336, 31.895 False
153.299, 129.487, 8.341, 31.941 False
152.913, 129.487, 8.335, 32.052 False
152.080, 129.474, 8.332, 32.092 False
151.743, 129.471, 8.332, 32.337 False
150.910, 129.484, 8.331, 32.380 False
150.552, 129.485, 8.331, 32.496 False
149.720, 129.471, 8.331, 32.537 False
149.375, 129.469, 8.330, 32.648 False
148.542, 129.483, 8.329, 32.688 False
148.209, 129.486, 8.331, 32.798 False
147.376, 129.474, 8.332, 32.840 False
147.025, 129.473, 8.332, 32.955 False
146.192, 129.488, 8.331, 32.998 False
145.832, 129.492, 8.332, 33.112 False
144.999, 129.481, 8.333, 33.155 False
144.640, 129.480, 8.333, 33.268 False
143.806, 129.496, 8.332, 33.313 False
143.428, 129.498, 8.330, 33.548 False
142.595, 129.485, 8.331, 33.590 False
142.249, 129.483, 8.332, 33.705 False
141.416, 129.496, 8.332, 33.747 False
141.063, 129.498, 8.332, 33.861 False
140.230, 129.483, 8.332, 33.902 False
139.892, 129.481, 8.331, 34.016 False
139.059, 129.496, 8.330, 34.057 False
138.721, 129.499, 8.331, 34.170 False
137.888, 129.487, 8.332, 34.213 False
137.534, 129.486, 8.333, 34.324 False
136.701, 129.502, 8.332, 34.366 False
136.353, 129.505, 8.333, 34.476 False
135.520, 129.495, 8.333, 34.520 False
135.157, 129.494, 8.334, 34.763 False
134.323, 129.511, 8.333, 34.806 False
133.964, 129.514, 8.332, 34.917 False
133.131, 129.501, 8.331, 34.957 False
132.796, 129.499, 8.327, 35.074 False
131.971, 129.513, 8.183, 35.117 False
131.623, 129.513, 8.068, 35.212 False
130.881, 129.474, 7.641, 35.244 False
130.644, 129.457, 7.502, 35.329 False
130.033, 129.443, 7.038, 35.356 False
129.847, 129.448, 6.867, 35.452 False
129.222, 129.491, 6.254, 35.483 False
129.031, 129.506, 6.086, 35.575 False
128.504, 129.513, 5.517, 35.604 False
128.350, 129.505, 5.315, 35.682 False
127.964, 129.457, 4.749, 35.704 False
127.863, 129.437, 4.593, 35.926 False
127.435, 129.363, 4.144, 35.951 False
127.335, 129.354, 4.018, 36.036 False
127.017, 129.348, 3.563, 36.065 False
126.917, 129.354, 3.400, 36.150 False
126.650, 129.396, 2.955, 36.176 False
126.576, 129.415, 2.810, 36.259 False
126.360, 129.487, 2.510, 36.286 False
126.294, 129.510, 2.454, 36.370 False
126.092, 129.560, 2.358, 36.398 False
126.027, 129.568, 2.295, 36.479 False
125.850, 129.574, 2.075, 36.503 False
125.800, 129.573, 1.984, 36.582 False
125.652, 129.555, 1.766, 36.607 False
125.609, 129.547, 1.673, 36.692 False
125.479, 129.507, 1.426, 36.717 False
125.444, 129.492, 1.331, 36.806 False
125.342, 129.431, 1.085, 36.831 False
125.316, 129.413, 1.077, 36.911 False
125.225, 129.371, 1.169, 37.057 False
125.110, 129.347, 1.122, 37.141 False
125.020, 129.345, 1.016, 37.167 False
124.995, 129.347, 0.958, 37.247 False
124.922, 129.356, 0.853, 37.270 False
124.903, 129.360, 0.797, 37.350 False
124.843, 129.379, 0.691, 37.372 False
124.829, 129.385, 0.638, 37.456 False
124.780, 129.412, 0.525, 37.479 False
124.768, 129.419, 0.493, 37.559 False
124.730, 129.446, 0.465, 37.581 False
124.720, 129.454, 0.458, 37.658 False
124.685, 129.479, 0.431, 37.681 False
124.675, 129.486, 0.448, 37.760 False
124.637, 129.503, 0.491, 37.782 False
124.626, 129.506, 0.491, 37.863 False
124.587, 129.511, 0.466, 37.885 False
124.577, 129.511, 0.455, 37.965 False
124.542, 129.510, 0.410, 37.987 False
124.534, 129.509, 0.387, 38.193 False
124.498, 129.501, 0.332, 38.218 False
124.491, 129.499, 0.298, 38.303 False
124.467, 129.489, 0.258, 38.330 False
124.460, 129.486, 0.226, 38.413 False
124.443, 129.474, 0.203, 38.438 False
124.438, 129.471, 0.182, 38.565 False
124.419, 129.457, 0.180, 38.592 False
124.414, 129.454, 0.192, 38.675 False
124.397, 129.448, 0.210, 38.701 False
124.391, 129.447, 0.210, 38.784 False
124.374, 129.446, 0.198, 38.810 False
124.369, 129.446, 0.193, 38.893 False
124.354, 129.448, 0.173, 38.920 False
124.350, 129.448, 0.156, 39.004 False
124.338, 129.452, 0.136, 39.031 False
124.335, 129.453, 0.118, 39.114 False
124.326, 129.457, 0.103, 39.143 False
124.323, 129.459, 0.089, 39.348 False
124.314, 129.465, 0.083, 39.375 False
124.312, 129.467, 0.082, 39.472 False
124.304, 129.473, 0.076, 39.513 False
124.301, 129.475, 0.083, 39.599 False
124.293, 129.477, 0.087, 39.627 False
124.291, 129.477, 0.087, 39.712 False
124.284, 129.478, 0.080, 39.739 False
124.282, 129.478, 0.077, 39.825 False
124.275, 129.477, 0.068, 39.851 False
124.274, 129.477, 0.063, 39.936 False
124.270, 129.475, 0.049, 39.962 False
124.269, 129.475, 0.037, 40.046 False
124.266, 129.473, 0.023, 40.072 False
124.266, 129.473, 0.020, 40.157 False
124.263, 129.471, 0.029, 40.185 False
124.263, 129.471, 0.030, 40.268 False
124.260, 129.469, 0.030, 40.295 False
124.259, 129.469, 0.017, 40.498 False
124.258, 129.467, 0.004, 40.525 False
124.257, 129.467, 0.001, 40.625 False
124.257, 129.466, -0.008, 40.654 False
124.256, 129.466, -0.005, 40.746 False
124.255, 129.466, -0.001, 40.773 False
124.255, 129.466, 0.008, 40.855 False
124.253, 129.465, 0.042, 40.881 False
124.252, 129.465, 0.050, 40.964 False
124.247, 129.465, 0.058, 40.992 False
124.243, 129.465, 0.165, 41.083 False
124.210, 129.472, 0.454, 41.114 False
124.194, 129.475, 0.524, 41.209 False
